0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.0,0.37796447300922725,0.0,0.0,0.37796447300922725,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.0,0.37796447300922725,0.37796447300922725
0.0,0.0,0.0,0.0,0.5296213447576713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296213447576713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296213447576713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981252234300505,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4708388144827173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5508409776383815,0.0,0.0,0.0,0.0,0.5508409776383815,0.0,0.0,0.0,0.41407637639123224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5375068980796348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944132869911597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5375068980796348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944132869911597,0.0,0.0
0.0,0.0,0.46803237682201176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46803237682201176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46803237682201176,0.0,0.0,0.0,0.0,0.46803237682201176,0.0,0.3518277660807251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4124099206596049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48248418969766715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48248418969766715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48248418969766715,0.0,0.0,0.0,0.0,0.0,0.0,0.3626914355439001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40468596717429406,0.0,0.0,0.0,0.0,0.0,0.0,0.473447827447549,0.473447827447549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473447827447549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40468596717429406,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5177372899783349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5177372899783349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4425429874008498,0.0,0.0,0.5177372899783349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.48248418969766715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48248418969766715,0.0,0.0,0.0,0.0,0.0,0.4124099206596049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48248418969766715,0.3626914355439001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5296213447576713,0.0,0.0,0.0,0.0,0.0,0.0,0.5296213447576713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981252234300505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296213447576713,0.0,0.0,0.0,0.0,0.0
0.3657634641579959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4279118415556774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4279118415556774,0.0,0.0,0.0,0.4279118415556774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3657634641579959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4279118415556774,0.0,0.0,0.0
